"('this', 'is', 'a')",100
"('on', 'the', 'palate')",77
"('on', 'the', 'nose')",69
"('on', 'the', 'finish')",64
"('a', 'hint', 'of')",48
"('the', 'palate', 'is')",47
"('a', 'touch', 'of')",43
"('the', 'wine', 'is')",42
"('in', 'the', 'mouth')",39
"('ready', 'to', 'drink')",35
"('this', 'wine', 'is')",30
"('as', 'well', 'as')",29
"('the', 'finish', 'is')",27
"('nose', 'of', 'this')",25
"('with', 'notes', 'of')",24
"('and', 'a', 'hint')",22
"('with', 'aromas', 'of')",20
"('the', 'nose', 'of')",20
"('drink', 'now', 'through')",19
"('acidity', 'and', 'a')",18
"('this', 'blend', 'of')",18
"('black', 'cherry', 'and')",17
"('a', 'blend', 'of')",17
"('this', 'is', 'an')",16
"('and', 'a', 'touch')",16
"('a', 'whiff', 'of')",15
"('and', 'black', 'pepper')",15
"('of', 'this', 'wine')",14
"('drink', 'from', '2018')",14
"('in', 'the', 'glass')",13
"('the', 'wine', 'has')",13
"('to', 'drink', 'now')",13
"('the', 'nose', 'with')",12
"('cabernet', 'sauvignon', 'and')",12
"('the', 'mouthfeel', 'is')",12
"('wine', 'has', 'a')",12
"('there', 'is', 'a')",12
"('a', 'wine', 'that')",11
"('opens', 'with', 'aromas')",11
"('nose', 'on', 'this')",11
"('with', 'flavors', 'of')",11
"('and', 'stone', 'fruit')",11
"('show', 'on', 'the')",11
"('wine', 'with', 'a')",11
"('the', 'nose', 'and')",11
"('the', 'palate', 'with')",11
"('and', 'spice', 'flavors')",11
"('wine', 'that', 'is')",10
"('while', 'the', 'finish')",10
"('carry', 'over', 'to')",10
"('over', 'to', 'the')",10
"('wine', 'from', 'the')",10
"('lead', 'the', 'nose')",10
"('and', 'a', 'whiff')",10
"('this', 'wine', 'has')",10
"('aromas', 'of', 'ripe')",10
"('and', 'plenty', 'of')",10
"('black', 'plum', 'and')",10
"('of', 'this', 'bottling')",10
"('one', 'of', 'the')",10
"('green', 'apple', 'and')",10
"('aromas', 'and', 'flavors')",10
"('give', 'it', 'a')",9
"('the', 'nose', 'on')",9
"('a', 'bit', 'of')",9
"('flavors', 'of', 'black')",9
"('out', 'of', 'the')",9
"('black', 'pepper', 'and')",9
"('are', 'followed', 'by')",9
"('is', 'ready', 'to')",9
"('stone', 'fruit', 'and')",9
"('a', 'lot', 'of')",9
"('while', 'the', 'palate')",9
"('the', 'tannins', 'are')",9
"('this', 'opens', 'with')",9
"('drink', 'from', '2017')",9
"('and', 'flavors', 'of')",9
"('it', 'has', 'a')",9
"('the', 'mouth', 'with')",9
"('with', 'a', 'hint')",8
"('palate', 'along', 'with')",8
"('with', 'a', 'touch')",8
"('flavors', 'of', 'peach')",8
"('has', 'aromas', 'of')",8
"('and', 'fruity', 'wine')",8
"('lead', 'the', 'way')",8
"('of', 'the', 'vintage')",8
"('over', 'the', 'next')",8
"('but', 'the', 'wine')",8
"('the', 'mouth', 'and')",8
"('a', 'mix', 'of')",8
"('flavors', 'and', 'a')",8
"('new', 'french', 'oak')",8
"('with', 'crisp', 'acidity')",7
"('to', 'the', 'palate')",7
"('apple', 'and', 'pear')",7
"('the', 'palate', 'offers')",7
"('offers', 'aromas', 'of')",7
"('the', 'flavors', 'are')",7
"('cabernet', 'franc', 'and')",7
"('followed', 'by', 'a')",7
"('it', 'will', 'be')",7
"('the', 'aromas', 'are')",7
"('is', 'a', 'soft')",7
"('this', 'is', 'the')",7
"('the', 'palate', 'delivers')",7
"('this', 'wine', 'a')",7
"('of', 'the', 'glass')",7
"('nose', 'and', 'palate')",7
"('it', 'is', 'a')",7
"('cherry', 'and', 'blackberry')",7
"('full', 'of', 'ripe')",7
"('is', 'rich', 'and')",7
"('to', 'the', 'finish')",7
"('of', 'the', 'variety')",7
"('of', 'citrus', 'and')",7
"('on', 'the', 'close')",7
"('of', 'stone', 'fruit')",7
"('for', 'drinking', 'now')",7
"('is', 'a', 'wine')",7
"('cherry', 'and', 'cassis')",7
"('wine', 'is', 'a')",7
"('from', '2018', 'this')",7
"('white', 'pepper', 'and')",6
"('fresh', 'acidity', 'and')",6
"('at', 'the', 'end')",6
"('roasted', 'coffee', 'bean')",6
"('and', 'plum', 'flavors')",6
"('cherry', 'and', 'plum')",6
"('along', 'with', 'a')",6
"('through', 'to', 'the')",6
