and,2775
the,1733
of,1393
a,1339
with,913
this,857
is,732
wine,566
in,492
flavors,435
to,427
it,397
on,390
its,374
fruit,344
aromas,340
palate,331
finish,280
acidity,260
that,252
from,246
drink,245
but,234
ripe,219
are,210
cherry,203
tannins,200
black,200
notes,182
for,171
by,171
has,167
an,158
fresh,156
rich,154
nose,153
spice,141
red,137
now,134
as,133
berry,127
oak,115
white,114
offers,113
soft,111
through,108
citrus,107
plum,107
apple,105
well,105
dry,104
sweet,102
while,97
crisp,97
blend,96
texture,93
light,93
fruits,92
shows,86
full,85
at,84
more,83
cabernet,83
blackberry,82
pepper,82
good,81
bright,81
vanilla,78
very,76
peach,76
juicy,73
dark,73
some,72
green,72
fruity,71
character,70
dried,69
balanced,69
or,68
spicy,65
touch,63
up,62
long,62
lemon,61
structure,61
sauvignon,61
herb,60
pear,59
chocolate,59
hint,58
raspberry,57
mineral,57
still,56
firm,56
flavor,56
smooth,55
tannic,53
earthy,53
toast,53
concentrated,53
tart,52
not,51
just,51
licorice,51
will,50
all,50
tobacco,50
be,49
orange,49
elegant,49
great,49
wood,49
there,49
lime,48
years,48
into,48
fullbodied,48
creamy,48
pineapple,47
mouth,47
savory,47
give,47
melon,47
out,46
pinot,46
stone,46
dense,46
alongside,45
balance,45
lead,44
clean,44
honey,44
theres,44
opens,43
also,43
herbal,42
fine,42
slightly,41
smoky,41
apricot,41
grapefruit,41
syrah,40
bit,39
merlot,39
coffee,39
style,39
yet,39
ready,39
currant,39
color,39
delivers,39
along,38
which,38
thats,37
made,37
note,37
complex,37
so,37
finishes,36
mouthfeel,36
vintage,36
like,35
attractive,35
vineyard,35
cola,35
than,35
bottling,34
structured,33
show,33
baked,33
feel,33
mature,33
one,33
wines,33
over,32
tight,32
new,32
both,32
lively,32
leather,31
intense,31
lightly,31
cranberry,31
big,31
refreshing,30
easy,30
strawberry,30
hints,30
showing,30
minerality,30
concentration,30
age,30
herbs,29
espresso,29
time,29
blanc,29
cassis,29
body,29
little,29
cherries,28
yellow,28
almond,28
plenty,28
comes,27
dusty,27
flower,27
chardonnay,27
generous,27
freshness,27
delicious,27
aging,27
tropical,26
off,26
roasted,26
then,26
crushed,26
first,26
earth,26
pretty,26
round,26
young,26
blueberry,26
2018,26
toasty,26
bitter,26
way,25
weight,25
toasted,25
spices,25
nice,25
tones,25
smoke,25
tangerine,25
tastes,25
after,25
offering,24
rather,24
you,24
carry,24
zesty,24
simple,24
enough,24
tangy,24
richness,24
feels,24
cedar,24
best,24
noir,24
core,24
depth,23
clove,23
bold,23
followed,23
few,23
glass,23
bottle,23
floral,23
layers,23
estate,23
giving,22
much,22
together,22
pair,22
grape,22
alcohol,22
edge,22
strong,21
franc,21
mix,21
anise,21
touches,21
expression,21
gives,21
quite,21
here,21
come,21
complexity,21
scents,21
perfumed,21
almost,20
aftertaste,20
riesling,20
lean,20
berries,20
sweetness,20
most,20
jammy,20
smoked,20
make,20
fragrant,20
should,20
tea,20
if,19
candied,19
peppery,19
mint,19
delicate,19
meat,19
medium,19
barrel,19
variety,19
grilled,19
mocha,19
flowers,19
cinnamon,19
solid,19
varietal,19
lingering,19
lush,19
price,19
before,19
whiff,18
oaky,18
vineyards,18
backed,18
wild,18
leaf,18
warm,18
right,18
length,18
vibrant,18
2020,18
nectarine,18
silky,18
rose,18
valley,18
can,18
makes,18
was,17
bodied,17
classic,17
around,17
open,17
grapes,17
brings,17
caramel,17
hard,17
beef,17
pleasant,17
malbec,17
side,17
sangiovese,17
drinking,17
blackberries,17
thick,17
pure,17
aromatic,17
prosecco,17
blossom,16
heres,16
finishing,16
racy,16
sour,16
plums,16
prune,16
cocoa,16
quality,16
petit,16
provides,16
textured,16
seems,16
deep,16
integrated,16
mediumbodied,16
perfect,16
petite,16
sirah,16
citrusy,16
focused,16
impressive,16
2017,16
peel,16
although,15
accents,15
ample,15
months,15
sugar,15
would,15
plump,15
verdot,15
sip,15
rounded,15
intensity,15
2019,15
zest,15
lovely,15
interesting,15
beautiful,15
purple,15
raisin,15
velvety,15
food,14
supple,14
end,14
taut,14
drying,14
cut,14
wet,14
honeysuckle,14
somewhat,14
does,14
tannin,14
overall,14
sense,14
chopped,14
subtle,14
lots,14
have,14
spiced,14
heavy,14
appealing,14
sparkler,14
brisk,13
thyme,13
currants,13
adds,13
packed,13
lot,13
even,13
mild,13
polished,13
dill,13
vines,13
enjoy,13
powerful,13
elegance,13
tomato,13
nutmeg,13
mouthwatering,13
nicely,13
forward,13
sage,12
across,12
fairly,12
15,12
accented,12
coconut,12
other,12
forest,12
lychee,12
bouquet,12
intriguing,12
high,12
juice,12
aged,12
apples,12
10,12
where,12
between,12
refined,12
cellar,12
power,12
too,12
acids,12
grenache,12
two,12
low,12
already,11
better,11
opulent,11
mango,11
layered,11
chalky,11
bean,11
menthol,11
soon,11
straightforward,11
sharp,11
streak,11
gentle,11
same,11
pink,11
underbrush,11
richly,11
french,11
close,11
potential,11
freshly,11
pears,11
20,11
lift,11
100,11
30,11
framed,11
their,11
next,11
lifted,11
moderate,11
star,11
exotic,11
peaches,11
luminous,11
year,11
plush,11
tasty,11
could,11
bacon,11
raspberries,11
fig,11
cool,11
without,11
pith,10
rustic,10
pleasantly,10
aroma,10
approachable,10
back,10
floor,10
grass,10
gooseberry,10
ripeness,10
jam,10
natural,10
50,10
syrupy,10
graphite,10
golden,10
broad,10
wrapped,10
against,10
cream,10
baking,10
tar,10
intensely,10
inviting,10
frame,10
tightly,10
run,10
meats,10
enticing,10
elements,10
once,10
doesnt,10
screwcap,10
another,10
fruitiness,10
yeast,10
lingers,10
family,10
expressive,9
rind,9
fermented,9
astringent,9
accent,9
strongly,9
otherwise,9
cigar,9
california,9
range,9
raw,9
mingle,9
midpalate,9
provide,9
suggest,9
sauce,9
mellow,9
varieties,9
slowly,9
kiwi,9
fleshy,9
yeasty,9
2015,9
add,9
lend,9
grown,9
violet,9
holds,9
produced,9
succulent,9
pie,9
deliciously,9
olive,9
cab,9
find,9
lavender,9
packs,9
support,9
winerys,9
nut,9
chunky,9
blended,9
decadent,9
leathery,9
only,9
further,9
extra,9
any,9
lemony,9
include,8
dominate,8
start,8
informal,8
restrained,8
backbone,8
throughout,8
winery,8
set,8
redberry,8
features,8
mildly,8
profile,8
meaty,8
hot,8
charred,8
value,8
passion,8
flat,8
small,8
jasmine,8
bitterness,8
short,8
asian,8
seafood,8
punch,8
slight,8
brown,8
champagne,8
particularly,8
pencil,8
tone,8
front,8
salty,8
balancing,8
nuances,8
perfectly,8
lightbodied,8
subdued,8
marks,8
bordeaux,8
they,8
pressed,8
though,8
acidic,8
butter,8
grip,8
5,8
compelling,8
early,8
least,8
luscious,8
density,8
finegrained,8
grippy,8
2022,8
gorgeous,8
old,8
making,8
smells,8
things,8
example,8
almonds,8
tonic,8
feeling,8
northern,8
rosé,8
napa,8
dont,8
milk,8
sandalwood,8
personality,8
wonderfully,8
goes,8
isnt,7
overly,7
drinkable,7
rough,7
hearty,7
typical,7
offdry,7
distinctive,7
balsamic,7
top,7
recall,7
extracted,7
robust,7
cake,7
form,7
many,7
mixed,7
oily,7
grassy,7
easygoing,7
gritty,7
cardamom,7
briny,7
meet,7
raisiny,7
region,7
healthy,7
waft,7
shy,7
leaves,7
take,7
five,7
satisfying,7
boasts,7
petrol,7
zinfandel,7
keeping,7
world,7
shiraz,7
sophisticated,7
violets,7
three,7
needs,7
been,7
summer,7
adding,7
leaving,7
planted,7
who,7
slate,7
place,7
last,7
dishes,7
italy,7
what,7
ends,7
may,7
heft,7
excellent,7
saturated,7
pleasing,7
improve,7
moderately,7
woodsy,7
minty,7
mushroom,7
future,7
your,7
down,7
despite,7
no,7
nutty,7
bracing,7
seem,7
keep,7
coming,7
linger,7
grabby,6
supported,6
complete,6
box,6
dominated,6
six,6
appeal,6
molasses,6
extract,6
entry,6
nature,6
sleek,6
site,6
chenin,6
sourced,6
several,6
background,6
nero,6
viognier,6
cured,6
chewy,6
play,6
plus,6
starting,6
redcherry,6
added,6
herbaceous,6
brooding,6
salt,6
hay,6
char,6
blackskinned,6
release,6
reveals,6
overripe,6
nuts,6
mark,6
known,6
immediately,6
addition,6
honeydew,6
offer,6
prominent,6
stonefruit,6
get,6
appellation,6
cru,6
marked,6
linear,6
plummy,6
easydrinking,6
defined,6
given,6
nuanced,6
fully,6
huge,6
combines,6
beautifully,6
keeps,6
surprising,6
effort,6
skin,6
barrels,6
buy,6
bone,6
cooked,6
olives,6
overtones,6
harmonious,6
true,6
apéritif,6
apricots,6
loaded,6
mediumweight,6
heat,6
leads,6
waves,6
those,6
easily,6
vein,6
stewed,6
pine,6
acid,6
tasting,6
mountain,6
touched,6
about,6
warmer,6
always,6
fish,6
four,6
italian,6
until,6
especially,6
fun,6
12,6
brut,6
do,6
youll,6
burnt,6
selection,6
ethereal,6
heart,6
property,6
2014,6
vivid,6
go,6
banana,6
serious,6
voluptuous,6
warmth,6
help,6
certainly,5
snappy,5
guava,5
case,5
immediate,5
oakdriven,5
toward,5
peels,5
compact,5
heavily,5
oaked,5
oregon,5
blackcurrant,5
framework,5
1,5
davola,5
part,5
series,5
barbecue,5
modest,5
chicken,5
different,5
leafy,5
blue,5
buttered,5
dinner,5
table,5
fat,5
woody,5
equal,5
pollen,5
remaining,5
might,5
soil,5
caramelized,5
center,5
pop,5
pronounced,5
turn,5
vineyarddesignate,5
bread,5
accessible,5
assertive,5
blends,5
elegantly,5
zippy,5
citric,5
edges,5
ginger,5
heady,5
petals,5
standard,5
cheeses,5
result,5
mostly,5
amounts,5
reserve,5
leading,5
tough,5
dominant,5
beginning,5
lacks,5
stainless,5
kick,5
2023,5
peppercorn,5
bay,5
promising,5
lithe,5
soy,5
boysenberry,5
named,5
lavish,5
element,5
blackened,5
purity,5
quaffable,5
nothing,5
turned,5
when,5
sonoma,5
